Source,Element,Concentration (mg/L),Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96
https://doi.org/10.1016/j.apgeochem.2015.03.001,Y,0.00979,0.00254,0.00456,0.00277,0.0878,0.0222,0.000565,7.4e-05,0.0218,0.0302,0.00015,0.00743,0.2,0.0694,0.0878,2.5e-05,0.184,0.000355,0.000191,0.16,0.156,0.00152,0.506,0.47000000000000003,0.0008950000000000001,0.0282,0.000126,0.5,0.59,0.0013700000000000001,1.3e-05,0.0047599999999999995,0.151,2.6e-05,0.00039600000000000003,0.139,0.59,0.584,0.0293,0.00317,0.00035999999999999997,0.17,0.027600000000000003,0.18,0.0182,0.0224,0.00023,0.0634,0.007370000000000001,0.000261,0.0016200000000000001,0.000844,0.00059,0.00635,0.0013700000000000001,0.000111,0.0028799999999999997,0.000735,0.000364,0.0012,0.000111,0.0116,2e-05,1.2e-05,1.7000000000000003e-05,0.00039000000000000005,1.6e-05,2.7e-05,3.8e-05,0.00412,1.5e-05,0.000624,4.4999999999999996e-05,0.00236,0.0021000000000000003,0.00011899999999999999,2.7e-05,0.000201,0.00142,0.00044300000000000003,0.00017199999999999998,0.000191,8.400000000000001e-05,0.000218,0.000134,5.1e-05,4.1e-05,0.019100000000000002,0.000153,0.000377,0.00745,5.5e-05,0.000175,0.000528
https://doi.org/10.1016/j.apgeochem.2015.03.001,Yb,0.000949,0.000243,0.000422,0.00015,0.00622,0.00127,4.4999999999999996e-05,5e-06,0.00143,0.0018700000000000001,5e-06,0.00026900000000000003,0.0156,0.00459,0.00466, ,0.0135,1.9e-05,8e-06,0.014199999999999999,0.015,0.00013000000000000002,0.032600000000000004,0.0389,2.3e-05,0.00142,8e-06,0.0445,0.0509,9.7e-05, ,0.00011700000000000001,0.0112,1e-06,2.8e-05,0.0115,0.05,0.0315,0.00158,0.00011300000000000001,1.1e-05,0.009859999999999999,0.0017800000000000001,0.00945,0.0010600000000000002,0.00127,6.500000000000001e-05,0.00468,0.000635,2.9000000000000004e-05,0.00011,4e-05,3.5000000000000004e-05,0.00023,0.000125,7e-06,0.000104,2e-05,1.1e-05,6e-05,6e-06,0.0005420000000000001,2e-06, , ,3.3e-05,1e-06,2e-06, ,9.1e-05, ,4e-05,5e-06,4.4e-05,7.5e-05,6e-06,2e-06,6e-06,5.5e-05,2.3e-05,1.2e-05,1.3e-05,6e-06,1.4e-05,7e-06,6e-06,2e-06,0.0009090000000000001,5e-06,2.3e-05,0.000448,9e-06,4.4999999999999996e-05,3.1e-05
https://doi.org/10.1016/j.apgeochem.2015.03.001,Zn,0.406,0.20600000000000002,0.226,0.432,0.862,0.47000000000000003,0.0112,0.0022,0.379,0.509,0.008199999999999999,0.0841,2.58,0.47800000000000004,0.756,0.0044,3.52,0.0025,0.0069500000000000004,4.37,4.8100000000000005,0.0273,5,2.75,0.0592,0.522,0.032100000000000004,18.7,17.900000000000002,0.014400000000000001,0.0023,0.073,0.988,0.0132,0.00875,1.24,2.8000000000000003,2.06,0.097,0.20800000000000002,0.011,0.883,0.41100000000000003,1.25,0.136,0.0444,0.0056,0.668,0.364,0.0205,0.226,0.169,0.0157,0.148,0.0185,0.0025,0.17,0.1,0.024,0.0519,0.00945,0.38,0.01,0.0017,0.0076,0.0131,0.0028,0.0021000000000000003,0.008,0.26,0.013000000000000001,0.0132,0.0034,0.296,0.0522,0.00705,0.003,0.012199999999999999,0.0178,0.0125,0.0048,0.0083,0.0132,0.00715,0.019,0.00615,0.004900000000000001,0.0564,0.0223,0.0111,0.07970000000000001,0.0264,0.0053,0.008199999999999999
https://doi.org/10.1016/j.apgeochem.2015.03.001,Zr,2e-05,1e-05,2e-05,1e-05,6e-05,2e-05,5e-05,6e-05,4e-05,5e-05,5e-05,1e-05,7.000000000000001e-05,0.0005,2e-05,5e-05,0.00015,3e-05,1e-05,0.00028000000000000003,0.00015,1e-05,0.00025,0.00019, ,5e-05,1e-05,0.00146,0.00186,2e-05,4e-05,3e-05,8.999999999999999e-05,4e-05,5e-05,0.00017,0.00011,0.0001,0.00063,3e-05,2e-05,8e-05,1e-05,6e-05,1e-05,0.00193,0.00075,1e-05,2e-05, , ,5e-05,2e-05, ,0.00015,5e-05,8.999999999999999e-05,5e-05,1e-05,1e-05,1e-05,5e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,4e-05,5e-05,3e-05,1e-05,2e-05,6e-05,1e-05,1e-05,1e-05,1e-05,0.00025,8e-05, ,2e-05,3e-05,1e-05,2e-05,1e-05,1e-05, ,4e-05,8e-05,3e-05,0.00025,
https://doi.org/10.1016/j.apgeochem.2015.03.001,COD,17.1,10,67.7,67.6,46.3,59,58.6, ,14.5,51.5,16.8,14.9,73.9,33.7,24.3,20,252, , ,35.2,117,10.5,646,818,30.9,42.5,26.3,312,284, ,14.1,49.3,80.2,29.2,37,63.8,222,165,135,48.2,12,92.1,33.3,138,38.1,130,113,60.4, , ,90,54.4,29.3, ,44.6, ,10, ,30.8,34.5, ,23.4, ,28.7, , ,48.9,15.2,107,230, ,10.4,32.1,43.5,58.3, , ,15.6,42.3,33.1,41.1,40.2,31.4,18.8,38.8,36.6,43.3,29.4,19.3,28.7,28.1,41.1,37.2,35.7
https://doi.org/10.1016/j.apgeochem.2015.03.001,CN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
https://doi.org/10.1016/j.apgeochem.2015.03.001,C6H5OH, , , , ,11.2, , , , , , , ,19.7,24,7.1, ,210, , ,15.7,16.1, ,497,414, ,10.5, ,50,127, , ,5.3,8, , ,5.7,68.4,20.5,46.4, , ,10.4, ,29.3, ,70.5, , , , , , , , ,63.2, , , , ,7.8, ,8.6, , , , , , , ,128, , , , , , , , , , , , , , , , , , , , , , , ,
https://doi.org/10.1016/j.apgeochem.2015.03.001,TIC,2.39,1.38,18.9,29.7,19.2,24.2,26.7,26.8, ,3.95,21.9,12.5,8.2,15.9,25.8,24.7,8.3,45,38.3,4.03,1.43,19.8,24.1,23.3,40.4,20.3,25.3,19.2, ,16.3,60,88.5, ,23.1,30.5,5.44,1.85, ,98.9,97.6,75.7,8.4,5.75,53,36,118,94.5,2.65, ,2.03,4.27,20.4,13.9,2.92,28.1,23.4,7.5,12.8,9.45,4.63,6.18,13.5,10.2,25.9,23.7,2.34,5.4,3.41,2.64,1.86,26.6,6.5,12.6,1.72, ,13.3,16.7,29.8,2.23,23.5,24.6,5.6,2.06,3.14,21.1,33.8,38.7,12.1,9,24,33.5,11.3,46.4,5.7
https://doi.org/10.1016/j.apgeochem.2015.03.001,TOC,0.52,0.55, , ,0.8,1.29,0.87,0.91, ,0.73,1.14,0.74,0.8,0.96,0.71,1.1, ,1.18,0.93,0.73,0.67,0.64, ,0.54,0.84,0.62,0.8,2.08,1.89,0.75,1.84,2.23,3.15,0.71,0.66,0.91, ,1.46,1.27,1.34,2.23,1,2.83,1.76,1.15,1.96,1.73,0.58, , , , ,1.18,1.4,0.9,0.73, , ,0.83,0.61,0.79,0.71,1.53,1.3,0.76,0.71,1.07,0.59, ,0.6,0.85,0.52,0.58,1.27,1.16,0.62,1.19,2.12,1.68,1.36,1.04,0.73,1.08,1.15,0.77,2.21,3.31,1.22,2.62,1.71,1.76,1.69,1.88,1.18
https://doi.org/10.1016/j.apgeochem.2015.03.001,TDS,517.25,228,389.5,853.5,1027.5,1792.5,859.25,232.5,1267.5,1350,444.75,2387.5,3455,1975,1682.5,685.75,10180,1245,665,1340,1615,1087.5,17300,18025,1952.5,1305,547.5,6372.5,6887.5,154.25,574.5,2520,1960,322.25,420.75,2605,5092.5,4140,10130,1647.5,1780,1380,607.75,3432.5,717.5,12900,6540,725,512.25,227,360.75,928.5,1087.5,1785,828.75,221.25,1462.5,1642.5,2415,3237.5,1387.5,1697.5,4842.5,1137.5,605,1372.5,1697.5,993.75,3520,7895,1985,1232.5,901.5,3962.5,4542.5,156.75,407,2370,1757.5,1342.5,447.75,2092.5,4087.5,4250,9585,1517.5,1642.5,1357.5,654.25,3257.5,800.5,11725,4855,702.5
https://doi.org/10.1016/j.seppur.2016.07.003,pH,2.74,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.seppur.2016.07.003,TOC,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.seppur.2016.07.003,TDS,2839,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.seppur.2016.07.003,TSS,87,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.seppur.2016.07.003,SO4,1406.1,1959.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.seppur.2016.07.003,Cl,54.5,151.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.seppur.2016.07.003,Ca,323,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1016/j.seppur.2016.07.003,Mg,97,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
