Source,Element,Concentration mg/L,Unnamed: 4,Unnamed: 5,Unnamed: 6
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AR0000582,Cl,391.5742427265295,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Cl,267.66155754434203,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055301,Cl,263.1406984597481,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Cl,241.94157762264524,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0000094,Cl,187.50702640714772,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,Cl,142.40655021399434,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001121,Cl,125.47829546893757,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0098752,Cl,104.01868495528919,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0001244,Cl,10.368307502424964,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048952,Cl,7.985071641673435,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0029157,Cd,22.80598218273949,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,Cd,0.09550603600331427,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_PA0255815,Cd,0.07524268125585543,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0027677,Cd,0.055383761602986505,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,Cd,0.05469887848635143,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0035394,Cd,0.041286604312501564,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000167,Cd,0.03857706445204442,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910007,Cd,0.018971434418333565,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_UT0000051,Cd,0.015460843765289504,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_WA0025721,Cd,0.015412771726020192,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001121,Cd,0.013897318118030303,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0004227,Cd,0.013398499460900335,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0038652,Cd,0.007227946901554875,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000003,Cd,0.006823171392488915,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043168,Cd,0.005572070311536276,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0100218,Cd,0.005147709918535003,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043648,Cd,0.005117231342562393,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0098752,Cd,0.004819801636225266,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SC0040479,Cd,0.0042920018373701525,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0043206,Cd,0.004246463095748374,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038334,Cd,0.004185763042586623,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Cd,0.004005912043715432,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0025402,Cd,0.0039325753866785015,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0064289,Cd,0.003733160428557808,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Cd,0.0034647769978609446,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000027,Cd,0.0033459532035924958,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0026468,Cd,0.0031562785179817276,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0001759,Cd,0.002040929569475603,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0006114,Cd,0.002002350827222302,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0049514,Cd,0.0019858677737670588,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,Cd,0.0019016867831337205,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000248,Cd,0.0018992608135850895,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001848,Cd,0.0018470513640813323,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048952,Cd,0.0017947822841570785,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,Cd,0.001697993275086716,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0000175,Cd,0.001360052362744575,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001856,Cd,0.0011189505934503527,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000086,Cd,0.0006771799453224345,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0041467,Cd,0.00040755035623267667,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0001881,Cd,0.00032348473575293077,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,Cd,0.0001548719451264041,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,B,17.67493731497068,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0001244,B,1.9487570814238615,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,B,0.5082087399733736,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000248,B,0.09755099709532042,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048119,HCO3,11318.414614066938,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,HCO3,4385.342417805051,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0055301,HCO3,666.9656283449317,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Be,0.005974838408760798,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,Ba,1.2184732477181954,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,Ba,0.27733018779808616,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0038652,Ba,0.23522277859541627,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0081809,As,8.007900154971908,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_IDG910006,As,6.394940939839454,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AR0000523,As,3.5212391357891426,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_UT0000051,As,1.518071836115215,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0038954,As,0.9767927696363505,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025852,As,0.7750289906203199,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0035394,As,0.5995710249075594,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026905,As,0.1961477521095014,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,As,0.18474491735658147,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,As,0.14933830636887763,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0000043,As,0.1367955402784487,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0030252,As,0.11631201717373205,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0001244,As,0.100280298670503,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_TN0029157,As,0.09325037257227825,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0046931,As,0.028104089858745848,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0000003,As,0.027956519351672388,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,As,0.025142624434287462,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,As,0.023823472519236766,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0048952,As,0.021467699065138734,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,As,0.01790275518212547,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0098752,As,0.017858256987705663,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0000094,As,0.012589345932952637,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0006114,As,0.01001175413725241,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043168,As,0.009664223274564262,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,As,0.007029696853322536,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0053341,As,0.006042416313950657,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,As,0.006024374632588113,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0038369,As,0.005085620360897375,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0081809,Sb,0.34187253579259996,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NY0001791,Sb,0.15525549973268724,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,Sb,0.04060418701028621,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_NV0022268,Sb,0.03929278550714486,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,Sb,0.030391177348648327,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AR0000523,NH3,1933.1329696153987,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MI0058649,NH3,65.11194032574551,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,NH3,57.16463635149143,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,NH3,52.309708308480694,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0038652,NH3,40.584655952165484,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,NH3,13.826098548409831,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0002003,NH3,9.474187409059052,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MN0046981,NH3,1.5183971533139833,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0030279,NH3,0.6597365922466188,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0000043,NH3,0.4481084031018882,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025933,NH3,0.1689962709519032,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,NH3,0.05760077681172121,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_GA0050250,NH3,0.03240776458642264,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0035394,Al,21.10989522905844,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CA0085332,Al,17.62721746353629,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_COR040284,Al,11.597879352592948,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AR0000582,Al,5.7942108748143974,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0043648,Al,4.913353297516368,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0026883,Al,3.228917751744376,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_CO0024562,Al,2.406691933742486,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_SD0025852,Al,0.9528243922981727,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0024716,Al,0.4138965747500731,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AK0050571,Al,0.21234301615395648,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MT0026808,Al,0.10508540286645228,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_MO0000574,Al,0.08510894219249245,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_ID0028321,Al,0.07296425004568954,,,
https://echo.epa.gov/trends/loading-tool/water-pollution-search_AZ0024350,Al,0.00461005993643651,,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,Zn,,106.0,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,TSS,549.0,53.0,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,TDS,2310.0,3950.0,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,pH,7.0,6.7,7.64,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,Mn,,,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,Pb,,0.18,0.02,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,Fe,12.0,,0.05,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,F,2.1,1.3,0.01,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,CN,,,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,Cu,0.33,,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,COD,,20.0,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,Cd,,0.28,,
https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=2000WPVM.TXT P75,As,0.09,0.03,0.006,
